"activity" "actname" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
1 "WALKING" 1 0.274613209684211 -0.0180444796391789 -0.109301635126316 -0.312522000271579 -0.0162711587593684 -0.18577291992 0.916841026421053 -0.209173910947368 -0.0596464876552526 -0.975758272736842 -0.965106874210526 -0.948440791052632 0.0747014850350526 0.0110810289915789 0.00909876480105263 -0.284791869644211 -0.112827367874737 -0.417006090642105 -0.0353525919251579 -0.0633665929494737 0.0835811952494737 -0.456258821136842 -0.279612317607368 -0.324010342155789 -0.0984787388503158 -0.0595889579505263 -0.0560388520088421 -0.348173999481053 -0.457870628430526 -0.446387747284211 -0.147876362930526 -0.304224534016316 -0.147876362930526 -0.304224534016316 -0.235577645842105 -0.203163533748842 -0.238494048315789 -0.308019128374737 -0.426323535013684 -0.440664027356842 -0.306669130707368 -0.0402227226442105 -0.271547204247684 -0.316492988294737 -0.0681224375073684 -0.205705933560947 -0.297199760505263 0.0376689891673684 0.0614974061387368 -0.327819688388 -0.170155343787368 -0.385231714821053 -0.30443336508 -0.110658897219053 -0.447744948617895 -0.244314661621053 -0.352672579388421 -0.230478764234737 -0.337155811957895 -0.326648655992632 -0.302877238307368 -0.496247102597895 -0.261824430682105 -0.394946556442105 -0.0887127741442105 -0.0967162021578947 -0.10283050362 -0.247073962925263 -0.448374924947368 0.144042096874737 -0.202001543189053 -0.212255552996842 0.0747738767178947 -0.346071730903895 -0.403421150578947 0.143304435972632 -0.462479212698947 -0.454795357147368 0.139811559556842
1 "WALKING" 10 0.268748410358491 -0.0167693696396226 -0.098918479509434 -0.956523968490566 -0.936392604716981 -0.926849836415094 0.0516595179056604 0.431240999113208 0.331934951509434 -0.924023982358491 -0.966490781886792 -0.929792382641509 0.0830625135471698 0.0142624765754717 -0.0146664595515094 -0.979919882830189 -0.966770616603774 -0.975559631698113 -0.0183874984867925 -0.0884321192471698 0.126502573943396 -0.953698566792453 -0.960678849622641 -0.958414228490566 -0.0998763967773585 -0.0399943688660377 -0.0637947303849057 -0.970378523207547 -0.978260176603774 -0.98128100490566 -0.938410321132075 -0.914352517622641 -0.938410321132075 -0.914352517622641 -0.976778408679245 -0.970107100377358 -0.92941965509434 -0.932093980943396 -0.979912945471698 -0.973625663018868 -0.961606609622642 -0.948238233584906 -0.946792415849057 -0.954932025660377 -0.934684342830189 -0.922493572075472 -0.178249018937736 0.104523251433962 0.116955262971698 -0.979420043018868 -0.967051546792453 -0.971860689245283 -0.982495465849057 -0.969020411698113 -0.977998967358491 0.130604360115094 -0.0481851249396226 0.0896703808886792 -0.952426914716981 -0.963978718301887 -0.959140953584906 -0.955107701886793 -0.959418516415094 -0.962240579622642 -0.0757838831660377 -0.181411875756604 0.0456869043962264 -0.934072249433962 -0.918401221298113 0.114975739356604 -0.969862999811321 -0.969432640754717 0.236548813301887 -0.949918715471698 -0.93335156 -0.0716536302641509 -0.974920659811321 -0.973598817169811 0.174046242037736
1 "WALKING" 8 0.270128554791667 -0.021767229160625 -0.108452605666667 -0.30662340475 -0.0205947992458333 -0.244705286775 0.912845371875 -0.247172285604167 -0.104564031291667 -0.964646526666667 -0.953572590416667 -0.933566009375 0.0355393681979167 0.00805587103125 0.0226989228854167 -0.359586247 -0.19380986456875 -0.585749479441667 0.0462853987833333 -0.117360195597917 0.0683401958916667 -0.48439254125 -0.3935832474375 -0.322984074833333 -0.14272664219375 -0.031606113158125 -0.0480393253725 -0.5032665904375 -0.632228776041667 -0.522916757708333 -0.155752879883333 -0.338489558333333 -0.155752879883333 -0.338489558333333 -0.340360996854167 -0.32930888551875 -0.267726163541667 -0.392430808591667 -0.569594677083333 -0.622434908958333 -0.329003792854167 -0.0705296814083333 -0.389778970916667 -0.299522901083333 -0.0603473471979167 -0.233008621520833 -0.3798612344375 -0.00809159348541667 -0.12545687163125 -0.391988301375 -0.233776167125 -0.554746705166667 -0.384293479441667 -0.2063300065625 -0.615399309083333 -0.319244876916667 -0.341080111270833 -0.347326260708333 -0.400095605322917 -0.473601634791667 -0.328182054583333 -0.513845284166667 -0.359321042416667 -0.385851225 -0.129350079916667 -0.216593090189583 -0.187453572816667 -0.307691744229167 -0.461795802916667 0.0803352864291667 -0.323785612345833 -0.344738351375 0.0576141733833333 -0.463026002291667 -0.454397973791667 -0.00370247369104167 -0.627851777708333 -0.643749331875 0.138129515858333
1 "WALKING" 17 0.28874356752459 -0.0155820997261967 -0.119054372455377 0.220066011245902 0.157402517622951 -0.118120745967213 0.911957232131148 -0.181543790193443 -0.0871316552311475 -0.94080326557377 -0.93943983704918 -0.904217563770492 0.101813536655738 -0.00541744361803279 -0.0386324084639344 0.129641982611475 0.000518628831147541 -0.293662754950984 -0.161300582077049 0.00375183425737705 0.147771227456557 -0.189157380311475 -0.237617321354098 -0.197749308902623 -0.0975273357540984 -0.0188542769491803 -0.058778944404918 -0.270203954409836 -0.342117460489508 -0.241376944709344 0.226690021940984 0.19475612735082 0.226690021940984 0.19475612735082 0.0260139344967213 0.109955416140984 0.0193667634163934 -0.104801849770492 -0.294316124901639 -0.339601208393443 0.177284865740984 0.165704647677049 -0.12146257395 0.23268910375082 0.0777463939180328 -0.191720469262295 -0.334422999442623 0.0100819596868852 0.161666419829508 0.0928890578786885 -0.0304977271672131 -0.221245656098361 0.0637540217295082 -0.036334669842623 -0.366200114711475 -0.244063983131148 -0.354824228665574 -0.160800182768852 -0.0644847049147541 -0.185667649511475 -0.0771701380934426 -0.234168352839344 -0.279448914757377 -0.31703029395082 -0.161437940112787 0.0314671195096721 0.0154088343672131 0.262705871491803 -0.0357182017967213 0.10667137866377 0.158775979509836 0.033979528357377 0.103251113039344 -0.13765107417377 -0.244765220706557 0.103017921867213 -0.325561150570492 -0.407674542983607 0.174245464131148
1 "WALKING" 15 0.264723268981481 -0.02142253021 -0.130494615001852 -0.321889344388889 -0.0470790877166667 -0.140513406274074 0.870843035740741 -0.307309026666667 -0.127676693074074 -0.957630877407407 -0.937481967037037 -0.895904253333333 0.0778609435740741 -0.0152909892737037 -0.000813991319259261 -0.463185422222222 -0.4005239005 -0.669146758703704 -0.0270032654648148 -0.0580684287185185 0.074828637507963 -0.4959422 -0.334703547407407 -0.310281571937037 -0.114104267277778 -0.0524762815955556 -0.0403873227837037 -0.613544302222222 -0.724829038518519 -0.638455882962963 -0.153453200814815 -0.298138748390741 -0.153453200814815 -0.298138748390741 -0.476942741111111 -0.458194319388889 -0.201107190212963 -0.336204690435185 -0.673686662962963 -0.718390753703704 -0.375589082777778 -0.183187622555556 -0.375772082222222 -0.303807719574074 -0.0424556495240741 -0.0962159174944444 -0.463733369444444 -0.203555810648148 -0.301319047392852 -0.476216002222222 -0.416301311814815 -0.630130782962963 -0.499950797222222 -0.425422263777778 -0.707926035925926 -0.326613399937037 -0.450806800740741 -0.43575297462963 -0.44157689462963 -0.498738181407407 -0.407921665481482 -0.517635522222222 -0.261537611666667 -0.345790703203704 -0.227545193340741 -0.398356268074074 -0.29594044437037 -0.305691307537037 -0.404822599148148 -0.0679405538127778 -0.432180759685185 -0.497807488148148 0.0200355667283333 -0.47715481165 -0.363626143577778 -0.253406920092593 -0.709085471111111 -0.752139634444444 0.0360694644803704
1 "WALKING" 4 0.281712120166667 -0.0173286734 -0.1065981232585 -0.9835676185 -0.9148965135 -0.929781038333333 0.944066808333333 -0.161355820416667 0.0314276341866667 -0.988569876 -0.9681796285 -0.9468449765 0.0757252090833333 0.00862469703983333 -0.00939083678916667 -0.978246575166667 -0.954863508333333 -0.976583405666667 -0.0228394443285 -0.07089431725 0.0821794153833333 -0.932928912 -0.960722149 -0.946781836666667 -0.105090993883333 -0.042156883215 -0.0532482405033333 -0.959090894166667 -0.979210812 -0.973237482833333 -0.944339736 -0.939113977833333 -0.944339736 -0.939113977833333 -0.972509296666667 -0.966728359666667 -0.933181935333333 -0.92343494 -0.974993651666667 -0.971360153666667 -0.980407079666667 -0.929164284833333 -0.950525131 -0.9851093445 -0.912949642666667 -0.924419054333333 0.01050059855 -0.0928957719716667 -0.0145881793058333 -0.978027588333333 -0.954895484833333 -0.972909806166667 -0.980549668666667 -0.9583031595 -0.9789611575 0.18954631853 -0.172861673825 -0.03040740214 -0.931344167 -0.963965889333333 -0.9492858725 -0.934429490166667 -0.959187838833333 -0.951066124333333 -0.298145486625 -0.194950832838333 -0.157386848951667 -0.9501558785 -0.942504550166667 -0.02066395971 -0.966048069 -0.966607036833333 0.214675339033333 -0.944718032666667 -0.923725279 -0.23567568053 -0.973011762166667 -0.971012890833333 0.001091477545
1 "WALKING" 2 0.280094223050847 -0.0163724356779661 -0.104779018288136 -0.990733578983051 -0.947411178813559 -0.958165696610169 0.958168409830508 -0.195034184237288 0.057017639979661 -0.991823553898305 -0.974949909661017 -0.969802905932203 0.075125199440678 0.0124995844925424 -0.00480384534152542 -0.986705833559322 -0.972663087966102 -0.984932269661017 -0.0266636275779661 -0.0625098157372881 0.0758187114050847 -0.970111234067797 -0.973930171864407 -0.967999047627119 -0.0984761236271186 -0.0436768547966102 -0.0530951152711864 -0.97989383440678 -0.987370564915254 -0.979668414237288 -0.968553272033898 -0.96345912779661 -0.968553272033898 -0.96345912779661 -0.983451807457627 -0.980773590677966 -0.960799165932203 -0.960320928135593 -0.985683104745763 -0.984166379322034 -0.988947265084746 -0.955290768983051 -0.971449800338983 -0.99164067779661 -0.946239218983051 -0.954117245084746 0.0543139375898305 0.0276040126779661 0.0489186551525424 -0.986991251525424 -0.973062437288136 -0.982835030338983 -0.987595494915254 -0.974225458813559 -0.985568974745763 0.232155840832203 -0.107594063932203 0.0262753741186441 -0.968497379491525 -0.977024885762712 -0.967771885084746 -0.970924651016949 -0.972379595932203 -0.971130291694915 -0.198712852675593 -0.220210970232203 -0.0238126300677966 -0.969066316779661 -0.965435316610169 0.119502763847458 -0.980155153559322 -0.98051355779661 0.290139920959322 -0.96965758661017 -0.961275734067797 -0.126200010959322 -0.984833591864407 -0.984140930169492 0.139402132440678
1 "WALKING" 11 0.257853960288136 -0.0271981974090508 -0.112302183389831 -0.250362088271186 -0.0460819993932203 -0.251351689135593 0.892951803559322 -0.270602783559322 -0.0733177058557966 -0.949638941525424 -0.917632593898305 -0.916702912372881 0.082004124290678 0.047595463811017 -0.0149678969491525 -0.394084008271186 -0.326369932661017 -0.663451401694915 0.017145530759322 -0.0943676676540678 0.0447036893852542 -0.432452688135593 -0.430057487152542 -0.277768947042373 -0.106821140235593 -0.0304268442779661 -0.0295103088410169 -0.525682793559322 -0.728700370169492 -0.561449173985424 -0.134711496505085 -0.269273438847458 -0.134711496505085 -0.269273438847458 -0.411568710169492 -0.423172830050847 -0.219463700169492 -0.38158755861017 -0.632366408135593 -0.692139038813559 -0.315597997745763 -0.140094911823729 -0.427152849830508 -0.22710100779661 -0.0625877540288136 -0.224359765644068 -0.448801510474576 -0.15152541438983 -0.231656553241186 -0.418553936576271 -0.350117327706102 -0.631246822881356 -0.423651234372881 -0.347274326067797 -0.695240491355932 -0.320288761440678 -0.440188007423729 -0.399030259728814 -0.35594998120339 -0.545398893728814 -0.326362603237288 -0.462178406440678 -0.379760970881356 -0.334276481723729 -0.233191644491525 -0.381863741194915 -0.227216702779661 -0.29932353379661 -0.368169635118644 -0.0905013798067797 -0.393410160101695 -0.469397680898305 0.0685684790118644 -0.489975863389831 -0.423032678559322 -0.179316235610169 -0.685830351355932 -0.724125273898305 0.0801094461038983
1 "WALKING" 9 0.276550056923077 -0.0192792563823077 -0.110157649038462 -0.987257801346154 -0.921603615769231 -0.936748312307692 0.941957072307692 -0.181969838884615 -0.0556883851903846 -0.989597494615385 -0.969199433461538 -0.950156415384615 0.0776855986538462 0.00671308580805769 -0.000750508624423077 -0.983545872692308 -0.961524466346154 -0.980086543846154 -0.0288952729826923 -0.0623091318846154 0.0769231112115385 -0.930665732692308 -0.963984529615385 -0.953115998269231 -0.0946097087230769 -0.0441636448057692 -0.0527677471807692 -0.962615360769231 -0.983879038076923 -0.979777470384615 -0.949945195769231 -0.946296211923077 -0.949945195769231 -0.946296211923077 -0.976146281346154 -0.975906975 -0.931028113461538 -0.923727849038462 -0.978043527692308 -0.978239385576923 -0.985235770769231 -0.936933654230769 -0.955592409423077 -0.988241835961538 -0.918972915576923 -0.931866216923077 0.0486058664653846 0.000152210326923076 0.08092705165 -0.983831546538461 -0.961976660384615 -0.976788895384615 -0.984730977307692 -0.963882563269231 -0.982052144038462 0.220581876884615 -0.113003778823077 0.0333607660615385 -0.936437140384615 -0.968966233269231 -0.959695050384615 -0.930736915576923 -0.9617466675 -0.955562425384615 -0.2377339507 -0.118704768242308 -0.0730588821538461 -0.956405083653846 -0.948989997884615 0.0493699714230769 -0.974122290961538 -0.977389464038461 0.261852137607692 -0.948329571923077 -0.923103981923077 -0.153006714846154 -0.978190450769231 -0.979583743269231 0.14552699025
1 "WALKING" 18 0.255660082966071 -0.0166001529882143 -0.0855208286089286 -0.953215359464286 -0.948115462142857 -0.925743708214286 -0.350971088125 0.595677649107143 0.456895390535714 -0.921184875892857 -0.9732537725 -0.92177744125 0.0867808316142857 0.0101429335866071 -0.00990528657071429 -0.982495094464286 -0.969972215 -0.981760937857143 -0.0230608508782143 -0.106841841089286 0.132177863839286 -0.965401323392857 -0.959215901964286 -0.958432322142857 -0.101571654732143 -0.0375171244553571 -0.0672548444982143 -0.978886420178571 -0.979223530357143 -0.986258611607143 -0.928368330714286 -0.905979714107143 -0.928368330714286 -0.905979714107143 -0.980280369107143 -0.976566938571429 -0.928708844464286 -0.931276815535714 -0.982756458928571 -0.977702647142857 -0.961922058392857 -0.953615456428571 -0.947085444642857 -0.95057693 -0.948212954285714 -0.920643443908929 -0.321714468857143 0.131097797660714 0.118549675470536 -0.982422359107143 -0.971037393571429 -0.979217040714286 -0.984255578571429 -0.970943598928571 -0.982875113214286 0.0962804998785714 -0.0525784223958929 -0.00188155318446429 -0.961540133392857 -0.965276818392857 -0.960181372857143 -0.966908581785714 -0.956587586071429 -0.961682537142857 -0.0789159481553571 -0.142907002342857 0.0963669767607143 -0.929635629642857 -0.909332217517857 0.0546043694392857 -0.977028063214286 -0.974849419464286 0.263098948305357 -0.949983809107143 -0.931865641607143 -0.0993155173517857 -0.978580788035714 -0.97788027875 0.134255750157143
